»ç¾÷Àå¸í,ÀÎÇã°¡ÀÏÀÚ,ÀÎÇã°¡Ãë¼ÒÀÏÀÚ,ÈÞ¾÷½ÃÀÛÀÏÀÚ,ÈÞ¾÷Á¾·áÀÏÀÚ,Æó¾÷ÀÏÀÚ,¿µ¾÷»óÅÂ¸í,¼ÒÀçÁöÀüÃ¼ÁÖ¼Ò,µµ·Î¸íÀüÃ¼ÁÖ¼Ò,ÁÖ¼Ò,"Æó¾÷,ÀüÃâ,ÈÞ¾÷,Ãë¼Ò,¸»¼Ò¿©ºÎ","Æó¾÷,ÀüÃâ,ÈÞ¾÷,Ãë¼Ò,¸»¼ÒÀÏÀÚ","Æó¾÷,ÀüÃâ,ÈÞ¾÷,Ãë¼Ò,¸»¼Ò¿¬µµ",ÀÎÇã°¡¿¬µµ
ÇÇÆ®´Ï½º ¿¡ÀÌÄ¡,2022-09-16,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ 605-38 ¼ºÀ±ºôµù,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ »ç°¡Á¤·Î 373, ¼ºÀ±ºôµù (¸é¸ñµ¿)","¼­¿ïÆ¯º°½Ã Áß¶û±¸ »ç°¡Á¤·Î 373, ¼ºÀ±ºôµù (¸é¸ñµ¿)",0,,,2022
¸ðÆ¼ºê,2022-08-31,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­¼­±¸ °¡¾çµ¿ 115-11,"¼­¿ïÆ¯º°½Ã °­¼­±¸ °­¼­·Î74±æ 36, 2Ãþ (°¡¾çµ¿)","¼­¿ïÆ¯º°½Ã °­¼­±¸ °­¼­·Î74±æ 36, 2Ãþ (°¡¾çµ¿)",0,,,2022
¶óÀÌÅ©¹Ì,2022-09-20,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­¼­±¸ ³»¹ß»êµ¿ 714-4 ÅÂ½ÂÈÑ¹Ì¸®¾ÆÆÄÆ®5Â÷ B1È£,"¼­¿ïÆ¯º°½Ã °­¼­±¸ °­¼­·Î45±æ 49-4, B1È£ (³»¹ß»êµ¿, ÅÂ½ÂÈÑ¹Ì¸®¾ÆÆÄÆ®5Â÷)","¼­¿ïÆ¯º°½Ã °­¼­±¸ °­¼­·Î45±æ 49-4, B1È£ (³»¹ß»êµ¿, ÅÂ½ÂÈÑ¹Ì¸®¾ÆÆÄÆ®5Â÷)",0,,,2022
ÇÁ·Î´Ð(PRONIC),2022-10-07,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ Àá½Çµ¿ 242-3 ÇÑ°æºôµù,"¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¼®ÃÌÈ£¼ö·Î 106, ÇÑ°æºôµù 3Ãþ (Àá½Çµ¿)","¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¼®ÃÌÈ£¼ö·Î 106, ÇÑ°æºôµù 3Ãþ (Àá½Çµ¿)",0,,,2022
3YÁü,2022-10-04,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼­´ë¹®±¸ ºÏ°¡ÁÂµ¿ 309-3 ¹®È­ºôµù,"¼­¿ïÆ¯º°½Ã ¼­´ë¹®±¸ ÀÀ¾Ï·Î 79, ¹®È­ºôµù 201È£ (ºÏ°¡ÁÂµ¿)","¼­¿ïÆ¯º°½Ã ¼­´ë¹®±¸ ÀÀ¾Ï·Î 79, ¹®È­ºôµù 201È£ (ºÏ°¡ÁÂµ¿)",0,,,2022
¹Ù¸¥PT,2022-09-20,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ ³íÇöµ¿ 49 ¼±¾çºôµù,"¼­¿ïÆ¯º°½Ã °­³²±¸ °­³²´ë·Î 570, ¼±¾çºôµù ÁöÇÏ1Ãþ B01È£ (³íÇöµ¿)","¼­¿ïÆ¯º°½Ã °­³²±¸ °­³²´ë·Î 570, ¼±¾çºôµù ÁöÇÏ1Ãþ B01È£ (³íÇöµ¿)",0,,,2022
Å¸ÀÜÁü,2022-10-07,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¼þÀÎµ¿ 310 Á¾·Î´ë¿ìµð¿Àºô,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î 344, ÁöÇÏ1Ãþ (¼þÀÎµ¿, Á¾·Î´ë¿ìµð¿Àºô)","¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î 344, ÁöÇÏ1Ãþ (¼þÀÎµ¿, Á¾·Î´ë¿ìµð¿Àºô)",0,,,2022
¿öÅ©¾î°ÔÀÎ ÀçÈ°Çï½ºÄÉ¾î¼¾ÅÍ,2022-10-07,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ °¡»êµ¿ 685 µðÁöÅÐ¿¥ÆÄÀÌ¾îºôµù 203È£,"¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ ¹ü¾È·Î 1130, µðÁöÅÐ¿¥ÆÄÀÌ¾îºôµù 2Ãþ 203È£ (°¡»êµ¿)","¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ ¹ü¾È·Î 1130, µðÁöÅÐ¿¥ÆÄÀÌ¾îºôµù 2Ãþ 203È£ (°¡»êµ¿)",0,,,2022
ÆÑÅä¸®Áü,2022-09-20,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ µ¶»êµ¿ 291-1 Çö´ëÁö½Ä»ê¾÷¼¾ÅÍ,"¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ µÎ»ê·Î 70, Çö´ëÁö½Ä»ê¾÷¼¾ÅÍ Aµ¿ Æ¼-ºñ201È£ (µ¶»êµ¿)","¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ µÎ»ê·Î 70, Çö´ëÁö½Ä»ê¾÷¼¾ÅÍ Aµ¿ Æ¼-ºñ201È£ (µ¶»êµ¿)",0,,,2022
±ÙÇÍ,2022-10-04,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µ¿ÀÛ±¸ ½Å´ë¹æµ¿ 719 µ¿ÀÛ»ó¶¼ºô¾ÆÆÄÆ®,"¼­¿ïÆ¯º°½Ã µ¿ÀÛ±¸ ½Å´ë¹æ1°¡±æ 38, 105µ¿ 125È£ (½Å´ë¹æµ¿, µ¿ÀÛ»ó¶¼ºô¾ÆÆÄÆ®)","¼­¿ïÆ¯º°½Ã µ¿ÀÛ±¸ ½Å´ë¹æ1°¡±æ 38, 105µ¿ 125È£ (½Å´ë¹æµ¿, µ¿ÀÛ»ó¶¼ºô¾ÆÆÄÆ®)",0,,,2022
»ç´ç¿ªÁ¡ ½ºÆ÷¾Ö´Ï ÁÖ)ÄÉÀÌµðÇï½ºÄÉ¾î,2022-10-18,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ³²Çöµ¿ 1058-16,"¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ³²ºÎ¼øÈ¯·Î 2064, ÁöÇÏ1Ãþ (³²Çöµ¿)","¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ³²ºÎ¼øÈ¯·Î 2064, ÁöÇÏ1Ãþ (³²Çöµ¿)",0,,,2022
¿¡½º(s) ÈÖÆ®´Ï½º,2022-09-23,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ °¡»êµ¿ 233-5 °¡»ê ¼¾Æ®·² Çª¸£Áö¿À ½ÃÆ¼,"¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ µðÁöÅÐ·Î10±æ 69, °¡»ê ¼¾Æ®·² Çª¸£Áö¿À ½ÃÆ¼ (°¡»êµ¿)","¼­¿ïÆ¯º°½Ã ±ÝÃµ±¸ µðÁöÅÐ·Î10±æ 69, °¡»ê ¼¾Æ®·² Çª¸£Áö¿À ½ÃÆ¼ (°¡»êµ¿)",0,,,2022
ÃÊÀÌ½ºÁü,2022-10-14,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤Àåµ¿ 530-24,"¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ¾ÆÂ÷»ê·Î 491, ÁöÇÏ1Ãþ (±¤Àåµ¿)","¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ¾ÆÂ÷»ê·Î 491, ÁöÇÏ1Ãþ (±¤Àåµ¿)",0,,,2022
¿¥Å©·çÁü Áß°îÁ¡,2022-10-14,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ Áß°îµ¿ 231-1 ½Å¼º±×·£µåÅ¸¿ö,"¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ¸é¸ñ·Î 127, ÁöÇÏ1Ãþ (Áß°îµ¿, ½Å¼º±×·£µåÅ¸¿ö)","¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ¸é¸ñ·Î 127, ÁöÇÏ1Ãþ (Áß°îµ¿, ½Å¼º±×·£µåÅ¸¿ö)",0,,,2022
°Ç°­ÇØÁü(Gym),2022-10-11,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ ³íÇöµ¿ 273-4,"¼­¿ïÆ¯º°½Ã °­³²±¸ ºÀÀº»ç·Î43±æ 29, 1Ãþ 204È£ (³íÇöµ¿)","¼­¿ïÆ¯º°½Ã °­³²±¸ ºÀÀº»ç·Î43±æ 29, 1Ãþ 204È£ (³íÇöµ¿)",0,,,2022
¿ÍÀÌÁü(Y GYM),2022-10-21,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ ³íÇöµ¿ 42-7,"¼­¿ïÆ¯º°½Ã °­³²±¸ °­³²´ë·Î132±æ 59, 2Ãþ (³íÇöµ¿)","¼­¿ïÆ¯º°½Ã °­³²±¸ °­³²´ë·Î132±æ 59, 2Ãþ (³íÇöµ¿)",0,,,2022
µðÇÁ·ÎPT,2022-10-21,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ »ï¼ºµ¿ 49-11 ¼¼Ã¢ºôµù,"¼­¿ïÆ¯º°½Ã °­³²±¸ ºÀÀº»ç·Î 467, ¼¼Ã¢ºôµù 3Ãþ (»ï¼ºµ¿)","¼­¿ïÆ¯º°½Ã °­³²±¸ ºÀÀº»ç·Î 467, ¼¼Ã¢ºôµù 3Ãþ (»ï¼ºµ¿)",0,,,2022
½Ã³ÊÁö ÈÖÆ®´Ï½º,2022-10-21,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ 632-3 ¿ì¸®ÀºÇà,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñ·Î 283, ¿ì¸®ÀºÇà 4, 5Ãþ (¸é¸ñµ¿)","¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñ·Î 283, ¿ì¸®ÀºÇà 4, 5Ãþ (¸é¸ñµ¿)",0,,,2022
À°Ã¼¹Ì°øÀÛ¼Ò,2022-10-21,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¹®·¡µ¿3°¡ 77-30 3Ãþ,"¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¼±À¯·Î 42, 3Ãþ (¹®·¡µ¿3°¡)","¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¼±À¯·Î 42, 3Ãþ (¹®·¡µ¿3°¡)",0,,,2022
ºñÅ¸Áü(VITAGYM),2022-10-18,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¸¶Æ÷±¸ ½Å°ø´öµ¿ 14-15,"¼­¿ïÆ¯º°½Ã ¸¶Æ÷±¸ ¸¸¸®Àç¿¾±æ 12-1, 2Ãþ (½Å°ø´öµ¿)","¼­¿ïÆ¯º°½Ã ¸¶Æ÷±¸ ¸¸¸®Àç¿¾±æ 12-1, 2Ãþ (½Å°ø´öµ¿)",0,,,2022
¹Ù¿îµå Áü È­°î¿ªÁ¡,2022-10-04,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­¼­±¸ È­°îµ¿ 1065-22 ÅÍº¸ºôµù,"¼­¿ïÆ¯º°½Ã °­¼­±¸ °­¼­·Î 173, ÅÍº¸ºôµù 6Ãþ (È­°îµ¿)","¼­¿ïÆ¯º°½Ã °­¼­±¸ °­¼­·Î 173, ÅÍº¸ºôµù 6Ãþ (È­°îµ¿)",0,,,2022
Holy fit(È¦¸®ÇÍ),2022-09-01,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼­´ë¹®±¸ Ã¢Ãµµ¿ 31-21,"¼­¿ïÆ¯º°½Ã ¼­´ë¹®±¸ ¸í¹°1±æ 16, 2,3,4Ãþ (Ã¢Ãµµ¿)","¼­¿ïÆ¯º°½Ã ¼­´ë¹®±¸ ¸í¹°1±æ 16, 2,3,4Ãþ (Ã¢Ãµµ¿)",0,,,2022
ÁüÅ¸¿î,2022-11-04,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ºµ¿±¸ ¼º¼öµ¿1°¡ 656-25,"¼­¿ïÆ¯º°½Ã ¼ºµ¿±¸ ¼º¼öÀÏ·Î1±æ 1, B1Ãþ (¼º¼öµ¿1°¡)","¼­¿ïÆ¯º°½Ã ¼ºµ¿±¸ ¼º¼öÀÏ·Î1±æ 1, B1Ãþ (¼º¼öµ¿1°¡)",0,,,2022
Æ÷À¯´õÇÁ¶óÀÌºø,2022-08-31,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¸¶Æ÷±¸ ¼­±³µ¿ 354-8 LAB7,"¼­¿ïÆ¯º°½Ã ¸¶Æ÷±¸ ¾çÈ­·Î 122, LAB7 ÁöÇÏ1Ãþ (¼­±³µ¿)","¼­¿ïÆ¯º°½Ã ¸¶Æ÷±¸ ¾çÈ­·Î 122, LAB7 ÁöÇÏ1Ãþ (¼­±³µ¿)",0,,,2022
ÁÖ½ÄÈ¸»ç ÇÇÆ®´Ï½º101 À»Áö·Î,2022-09-27,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß±¸ ´Ùµ¿ 111 ±¹Á¦ºôµù ÁöÇÏ1Ãþ,"¼­¿ïÆ¯º°½Ã Áß±¸ ³²´ë¹®·Î 109, ±¹Á¦ºôµù (´Ùµ¿)","¼­¿ïÆ¯º°½Ã Áß±¸ ³²´ë¹®·Î 109, ±¹Á¦ºôµù (´Ùµ¿)",0,,,2022
ÇÏÀÌÁü,2022-09-02,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­µ¿±¸ ¼º³»µ¿ 455-2 ´öÃ¢ºôµù,"¼­¿ïÆ¯º°½Ã °­µ¿±¸ ¼º³»·Î6±æ 34, ´öÃ¢ºôµù ÁöÇÏ1Ãþ (¼º³»µ¿)","¼­¿ïÆ¯º°½Ã °­µ¿±¸ ¼º³»·Î6±æ 34, ´öÃ¢ºôµù ÁöÇÏ1Ãþ (¼º³»µ¿)",0,,,2022
"¹öÇÍ±×¶ó¿îµå ¿ª»ï º°°ü, ÆÀ¹öÇÍ ¿ª»ï",2022-09-27,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ ¿ª»ïµ¿ 648-9,"¼­¿ïÆ¯º°½Ã °­³²±¸ Å×Çì¶õ·Î 129, B1Ãþ (¿ª»ïµ¿)","¼­¿ïÆ¯º°½Ã °­³²±¸ Å×Çì¶õ·Î 129, B1Ãþ (¿ª»ïµ¿)",0,,,2022
´õ ¹Ù¸¥PT STUDIO,2022-09-27,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­¼­±¸ µîÃÌµ¿ 671-5 ¸ÞÁ¾µå³²±¤,"¼­¿ïÆ¯º°½Ã °­¼­±¸ °­¼­·Î56±æ 56, 101µ¿ 201,202È£ (µîÃÌµ¿, ¸ÞÁ¾µå³²±¤)","¼­¿ïÆ¯º°½Ã °­¼­±¸ °­¼­·Î56±æ 56, 101µ¿ 201,202È£ (µîÃÌµ¿, ¸ÞÁ¾µå³²±¤)",0,,,2022
°ø°£ PT,2022-09-27,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­¼­±¸ ¸¶°îµ¿ 793-9 ÇÃ·¹ÀÌ½º¿¡ÀÌÄ¡ 203È£,"¼­¿ïÆ¯º°½Ã °­¼­±¸ °­¼­·Î 395, ÇÃ·¹ÀÌ½º¿¡ÀÌÄ¡ 203È£ (¸¶°îµ¿)","¼­¿ïÆ¯º°½Ã °­¼­±¸ °­¼­·Î 395, ÇÃ·¹ÀÌ½º¿¡ÀÌÄ¡ 203È£ (¸¶°îµ¿)",0,,,2022
PT centre ÇÇÆ¼¼¾ÅÍ,2022-09-02,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µ¿ÀÛ±¸ »ç´çµ¿ 39-1 ¿øÀÏºôµù,"¼­¿ïÆ¯º°½Ã µ¿ÀÛ±¸ µ¿ÀÛ´ë·Î35±æ 2, ¿øÀÏºôµù BÃþ 1È£ (»ç´çµ¿)","¼­¿ïÆ¯º°½Ã µ¿ÀÛ±¸ µ¿ÀÛ´ë·Î35±æ 2, ¿øÀÏºôµù BÃþ 1È£ (»ç´çµ¿)",0,,,2022
ÆÄÇÁÁü °³Æ÷,2022-11-04,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ °³Æ÷µ¿ 656-3,"¼­¿ïÆ¯º°½Ã °­³²±¸ ¾ðÁÖ·Î7±æ 6, ÁöÇÏ2Ãþ (°³Æ÷µ¿)","¼­¿ïÆ¯º°½Ã °­³²±¸ ¾ðÁÖ·Î7±æ 6, ÁöÇÏ2Ãþ (°³Æ÷µ¿)",0,,,2022
Å©·Î½ºÇÍ Å¸Å°¿Â,2022-11-04,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ °³Æ÷µ¿ 1229 º¸¼ººôµù,"¼­¿ïÆ¯º°½Ã °­³²±¸ ³íÇö·Î 90, º¸¼ººôµù ÁöÇÏ1Ãþ (°³Æ÷µ¿)","¼­¿ïÆ¯º°½Ã °­³²±¸ ³íÇö·Î 90, º¸¼ººôµù ÁöÇÏ1Ãþ (°³Æ÷µ¿)",0,,,2022
101ÆÛ¼¾Æ®Áü,2022-09-02,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã µ¿´ë¹®±¸ È¸±âµ¿ 42-77,"¼­¿ïÆ¯º°½Ã µ¿´ë¹®±¸ È¸±â·Î13±æ 21, ÁöÇÏ1Ãþ (È¸±âµ¿)","¼­¿ïÆ¯º°½Ã µ¿´ë¹®±¸ È¸±â·Î13±æ 21, ÁöÇÏ1Ãþ (È¸±âµ¿)",0,,,2022
YFIT ÆÛ½º³ÎÆ®·¹ÀÌ´×,2022-09-27,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ Áß°èµ¿ 358-6 »ç¶û»ùÀ¯Ä¡¿ø,"¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ ÇÑ±Ûºñ¼®·Î 325, 2Ãþ 204È£ (Áß°èµ¿)","¼­¿ïÆ¯º°½Ã ³ë¿ø±¸ ÇÑ±Ûºñ¼®·Î 325, 2Ãþ 204È£ (Áß°èµ¿)",0,,,2022
714GYM,2022-09-07,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¸ÀÇµ¿ 220-52,"¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤³ª·ç·Î52±æ 98, ÁöÇÏ1Ãþ (±¸ÀÇµ¿)","¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±¤³ª·ç·Î52±æ 98, ÁöÇÏ1Ãþ (±¸ÀÇµ¿)",0,,,2022
63ÇÇÆ®´Ï½º,2022-09-30,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­¼­±¸ µîÃÌµ¿ 726 °¡¾ç¿ª µÎ»êÀ§ºê,"¼­¿ïÆ¯º°½Ã °­¼­±¸ °øÇ×´ë·Î45±æ 15, B102~B103È£ (µîÃÌµ¿, °¡¾ç¿ª µÎ»êÀ§ºê)","¼­¿ïÆ¯º°½Ã °­¼­±¸ °øÇ×´ë·Î45±æ 15, B102~B103È£ (µîÃÌµ¿, °¡¾ç¿ª µÎ»êÀ§ºê)",0,,,2022
JY GYM,2022-11-07,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­¼­±¸ È­°îµ¿ 348-10,"¼­¿ïÆ¯º°½Ã °­¼­±¸ °­¼­·Î 59, B1È£ (È­°îµ¿)","¼­¿ïÆ¯º°½Ã °­¼­±¸ °­¼­·Î 59, B1È£ (È­°îµ¿)",0,,,2022
°Ç°­ÇÑ PT studio,2022-10-26,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ººÏ±¸ µ¿¼Ò¹®µ¿2°¡ 42,"¼­¿ïÆ¯º°½Ã ¼ººÏ±¸ µ¿¼Ò¹®·Î6±æ 4-3, 2Ãþ (µ¿¼Ò¹®µ¿2°¡)","¼­¿ïÆ¯º°½Ã ¼ººÏ±¸ µ¿¼Ò¹®·Î6±æ 4-3, 2Ãþ (µ¿¼Ò¹®µ¿2°¡)",0,,,2022
¾÷Åõ ±æÀ½¿ªÁ¡,2022-10-26,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ººÏ±¸ ±æÀ½µ¿ 1286-10 ±æÀ½´ºÅ¸¿î9´ÜÁö·¡¹Ì¾È »ó°¡,"¼­¿ïÆ¯º°½Ã ¼ººÏ±¸ ±æÀ½·Î7±æ 6, ±æÀ½´ºÅ¸¿î9´ÜÁö·¡¹Ì¾È »ó°¡ Á¦»ó°¡µ¿ Á¦ÁöÃþ Á¦ºñ1-1È£ (±æÀ½µ¿)","¼­¿ïÆ¯º°½Ã ¼ººÏ±¸ ±æÀ½·Î7±æ 6, ±æÀ½´ºÅ¸¿î9´ÜÁö·¡¹Ì¾È »ó°¡ Á¦»ó°¡µ¿ Á¦ÁöÃþ Á¦ºñ1-1È£ (±æÀ½µ¿)",0,,,2022
¸ðµÎÁü,2022-11-08,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±ºÀÚµ¿ 478-2,"¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±ºÀÚ·Î 186, 2Ãþ (±ºÀÚµ¿)","¼­¿ïÆ¯º°½Ã ±¤Áø±¸ ±ºÀÚ·Î 186, 2Ãþ (±ºÀÚµ¿)",0,,,2022
ÇÇÆ¼¸ùÅ°À§µå·¹¸ó,2022-11-07,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¸¶Æ÷±¸ ¼º»êµ¿ 152-1 ¿ùµåÄÅºô¸®Áö,"¼­¿ïÆ¯º°½Ã ¸¶Æ÷±¸ ¿ùµåÄÅºÏ·Î 220, 2Ãþ ÀÏºÎÈ£ (¼º»êµ¿, ¿ùµåÄÅºô¸®Áö)","¼­¿ïÆ¯º°½Ã ¸¶Æ÷±¸ ¿ùµåÄÅºÏ·Î 220, 2Ãþ ÀÏºÎÈ£ (¼º»êµ¿, ¿ùµåÄÅºô¸®Áö)",0,,,2022
¿òÁ÷ÀÓÇÃ·¯½º Ã»´ã,2022-11-10,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­³²±¸ Ã»´ãµ¿ 5-25 Ã»´ãÈÞ¸Õ½ºÅ¸ºô,"¼­¿ïÆ¯º°½Ã °­³²±¸ µµ»ê´ë·Î 454, 201È£ (Ã»´ãµ¿, Ã»´ãÈÞ¸Õ½ºÅ¸ºô)","¼­¿ïÆ¯º°½Ã °­³²±¸ µµ»ê´ë·Î 454, 201È£ (Ã»´ãµ¿, Ã»´ãÈÞ¸Õ½ºÅ¸ºô)",0,,,2022
¹«ºê À¯,2022-11-10,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ºÀÃµµ¿ 466-17,"¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ÀºÃµ·Î 124, 2Ãþ (ºÀÃµµ¿)","¼­¿ïÆ¯º°½Ã °ü¾Ç±¸ ÀºÃµ·Î 124, 2Ãþ (ºÀÃµµ¿)",0,,,2022
Àú½ºÆ®PT,2022-09-30,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸Á¿ìµ¿ 209-8 ÅÂ±¤Ä¡°úÀÇ¿ø 3µ¿ 302È£,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸Á¿ì·Î 463, ÅÂ±¤Ä¡°úÀÇ¿ø 3Ãþ 302È£ (¸Á¿ìµ¿)","¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸Á¿ì·Î 463, ÅÂ±¤Ä¡°úÀÇ¿ø 3Ãþ 302È£ (¸Á¿ìµ¿)",0,,,2022
À§½ºÅ×ÀÌ ÈÖÆ®´Ï½º,2022-11-07,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ °¡¶ôµ¿ 76-2 Á¾¿øºôµù 3Ãþ,"¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¼ÛÆÄ´ë·Î30±æ 39, Á¾¿øºôµù 3Ãþ (°¡¶ôµ¿)","¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¼ÛÆÄ´ë·Î30±æ 39, Á¾¿øºôµù 3Ãþ (°¡¶ôµ¿)",0,,,2022
±Ùº» PT ½ºÆ©µð¿À,2022-11-07,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¼ÛÆÄµ¿ 12-3 ÁöÇÏ1Ãþ,"¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¹éÁ¦°íºÐ·Î41±æ 25, ÁöÇÏ1Ãþ (¼ÛÆÄµ¿)","¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¹éÁ¦°íºÐ·Î41±æ 25, ÁöÇÏ1Ãþ (¼ÛÆÄµ¿)",0,,,2022
¢ß¼¼Á¾ ÇÇÆ®´Ï½º ¼¾ÅÍ(µµµµÇÑ ´ÙÁü),2022-11-08,,,,,¿µ¾÷/Á¤»ó,¼­¿ïÆ¯º°½Ã °­µ¿±¸ »óÀÏµ¿ 501 ¼¼Á¾ÅÚ·¹ÄÞ Áö½Ä»ê¾÷¼¾ÅÍ,"¼­¿ïÆ¯º°½Ã °­µ¿±¸ »óÀÏ·Î10±æ 36, ¼¼Á¾ÅÚ·¹ÄÞ Áö½Ä»ê¾÷¼¾ÅÍ ÁöÇÏ1Ãþ (»óÀÏµ¿)","¼­¿ïÆ¯º°½Ã °­µ¿±¸ »óÀÏ·Î10±æ 36, ¼¼Á¾ÅÚ·¹ÄÞ Áö½Ä»ê¾÷¼¾ÅÍ ÁöÇÏ1Ãþ (»óÀÏµ¿)",0,,,2022
